	x	y	new_x	new_y	pixel_x	pixel_y	cluster
41x39	41	39	40.93	39.04	18741.3	18259.9	0
41x41	41	41	40.93	41.03	18741.6	19057.0	1
41x43	41	43	40.94	43.05	18745.5	19868.4	0
41x45	41	45	40.95	45.04	18749.8	20664.1	2
41x47	41	47	40.95	47.03	18748.6	21460.6	0
41x49	41	49	40.94	49.03	18745.5	22263.5	1
41x51	41	51	40.96	51.04	18750.7	23071.2	0
41x53	41	53	40.98	53.03	18760.0	23869.3	1
41x55	41	55	40.95	55.01	18747.0	24663.0	2
41x57	41	57	40.92	57.0	18738.0	25458.3	0
41x59	41	59	40.99	59.04	18763.5	26276.8	1
41x61	41	61	40.99	61.03	18761.9	27072.9	0
42x12	42	12	42.0	12.05	19127.3	7443.6	0
42x14	42	14	41.96	14.06	19115.0	8246.7	2
42x16	42	16	41.93	16.03	19103.4	9037.2	0
42x18	42	18	41.95	18.05	19109.1	9847.5	0
42x20	42	20	41.97	20.04	19117.3	10644.2	2
42x22	42	22	41.97	22.04	19115.6	11447.8	0
42x24	42	24	41.91	24.04	19095.4	12247.6	1
42x26	42	26	41.95	26.03	19108.7	13044.4	2
42x28	42	28	41.96	28.01	19111.8	13839.2	1
42x30	42	30	41.95	30.04	19110.9	14651.3	1
42x32	42	32	41.92	32.03	19099.0	15451.2	1
42x36	42	36	41.96	36.03	19113.6	17052.1	4
42x38	42	38	41.99	37.98	19124.5	17835.5	0
42x40	42	40	41.95	40.02	19109.8	18651.3	0
42x42	42	42	41.93	42.06	19104.1	19469.2	3
42x44	42	44	41.96	44.03	19111.9	20261.7	2
42x46	42	46	41.97	46.03	19115.6	21062.7	3
42x48	42	48	41.93	48.02	19102.2	21858.5	1
42x50	42	50	41.93	50.03	19103.0	22664.9	3
42x52	42	52	41.96	52.01	19112.4	23460.4	1
42x54	42	54	41.98	54.03	19121.0	24267.7	0
42x56	42	56	41.93	55.97	19103.0	25046.1	2
42x58	42	58	41.97	57.99	19115.7	25857.2	1
42x60	42	60	41.96	60.0	19114.6	26661.4	4
42x62	42	62	41.99	61.98	19125.7	27453.0	0
43x13	43	13	42.99	13.07	19486.2	7849.5	0
43x15	43	15	42.94	15.06	19467.4	8647.2	2
43x17	43	17	42.94	17.05	19467.3	9447.8	0
43x19	43	19	42.97	19.05	19477.5	10247.5	0
43x21	43	21	42.97	21.04	19479.2	11046.7	2
43x23	43	23	42.9	23.05	19454.1	11849.0	3
43x25	43	25	42.94	25.02	19466.1	12640.1	2
43x27	43	27	42.96	27.03	19475.2	13445.7	2
43x41	43	41	42.92	41.02	19459.7	19053.5	1
43x43	43	43	42.91	43.05	19456.5	19868.2	0
43x45	43	45	42.98	45.04	19482.3	20664.9	0
43x47	43	47	42.96	47.02	19473.4	21456.8	1
43x49	43	49	42.94	49.0	19466.9	22253.5	0
43x51	43	51	42.94	51.02	19468.0	23062.1	0
43x53	43	53	42.96	53.02	19473.5	23864.8	1
43x55	43	55	42.93	55.0	19463.6	24655.3	0
43x57	43	57	42.93	56.99	19463.2	25455.9	3
43x59	43	59	42.94	58.99	19467.8	26255.7	1
43x61	43	61	42.96	60.99	19475.8	27057.9	0
44x12	44	12	43.98	12.07	19844.5	7450.5	1
44x14	44	14	43.96	14.04	19836.2	8239.3	0
44x16	44	16	43.94	16.05	19827.9	9043.5	2
44x18	44	18	43.95	18.03	19833.6	9838.7	0
44x20	44	20	43.97	20.04	19838.3	10646.0	2
44x22	44	22	43.95	22.03	19834.0	11441.9	3
44x24	44	24	43.94	24.03	19827.7	12244.0	0
44x26	44	26	43.92	26.0	19823.3	13032.4	2
44x44	44	44	43.96	44.04	19834.9	20262.3	0
44x46	44	46	43.98	46.02	19843.8	21058.5	0
44x48	44	48	43.9	48.01	19814.8	21853.5	0
44x50	44	50	43.93	50.01	19824.0	22657.5	0
44x52	44	52	43.95	52.01	19831.5	23457.5	1
44x54	44	54	43.96	54.01	19835.6	24258.5	1
44x56	44	56	43.92	55.99	19820.3	25052.4	1
44x58	44	58	43.93	57.98	19826.3	25853.2	1
44x60	44	60	43.97	59.99	19839.1	26658.0	0
45x13	45	13	45.02	13.06	20219.8	7846.2	1
45x15	45	15	44.94	15.06	20189.5	8646.5	1
45x17	45	17	44.96	17.05	20196.3	9444.3	0
45x19	45	19	44.96	19.03	20198.6	10238.0	0
45x21	45	21	45.01	21.05	20215.1	11050.7	2
45x23	45	23	44.93	23.02	20187.6	11837.1	2
45x25	45	25	44.94	25.02	20188.5	12641.0	4
45x47	45	47	44.95	46.99	20193.5	21444.6	0
45x49	45	49	44.94	49.01	20190.8	22254.3	0
45x51	45	51	44.94	50.97	20191.3	23041.4	0
45x53	45	53	44.97	53.0	20200.1	23855.4	0
45x55	45	55	44.96	55.0	20196.8	24658.8	3
45x57	45	57	44.92	56.98	20183.4	25450.4	3
46x14	46	14	46.01	14.12	20575.0	8270.6	1
46x16	46	16	45.99	16.1	20569.8	9063.8	1
46x18	46	18	45.94	18.11	20552.7	9870.2	0
46x24	46	24	45.99	24.07	20571.0	12259.8	4
46x54	46	54	45.97	54.06	20563.1	24281.2	0
46x56	46	56	45.91	56.07	20539.4	25085.6	0
47x15	47	15	46.96	15.09	20919.3	8662.1	1
